SL,project_name,migration_direction,prompt_mode,model_name,cosine_similarity,crystal_bleu
2415,MilkBowl_VaultAPI,gha_to_travis,few-shot,gpt-4o,0.22188,0.042658
2416,MilkBowl_VaultAPI,gha_to_travis,few-shot,mistral_7b,0.135011,0.053149
2417,agateau_pixelwheels,travis_to_gha,few-shot,gemma3_12b,0.707107,0.622954
2418,agateau_pixelwheels,travis_to_gha,few-shot,llama3_1_8b,0.535468,0.307121
2419,agateau_pixelwheels,travis_to_gha,few-shot,gpt-4o,0.60208,0.539164
2420,agateau_pixelwheels,travis_to_gha,few-shot,mistral_7b,0.442281,0.16
2421,agateau_pixelwheels,gha_to_travis,few-shot,gemma3_12b,0.230089,0.421464
2422,agateau_pixelwheels,gha_to_travis,few-shot,llama3_1_8b,0.223607,0.161165
2423,agateau_pixelwheels,gha_to_travis,few-shot,gpt-4o,0.76277,0.647339
2424,agateau_pixelwheels,gha_to_travis,few-shot,mistral_7b,0.359092,0.15861
2425,lessthanoptimal_BoofCV,travis_to_gha,few-shot,gemma3_12b,0.817164,0.418483
2426,lessthanoptimal_BoofCV,travis_to_gha,few-shot,llama3_1_8b,0.797076,0.40737
2427,lessthanoptimal_BoofCV,travis_to_gha,few-shot,gpt-4o,0.779908,0.454808
2428,lessthanoptimal_BoofCV,travis_to_gha,few-shot,mistral_7b,0.691569,0.339665
2429,lessthanoptimal_BoofCV,gha_to_travis,few-shot,gemma3_12b,0.452757,0.185042
2430,lessthanoptimal_BoofCV,gha_to_travis,few-shot,llama3_1_8b,0.62668,0.169014
2431,lessthanoptimal_BoofCV,gha_to_travis,few-shot,gpt-4o,0.76277,0.486901
2432,lessthanoptimal_BoofCV,gha_to_travis,few-shot,mistral_7b,0.064775,0.096225
2433,airlift_aircompressor,travis_to_gha,few-shot,gemma3_12b,0.549769,0.327327
2434,airlift_aircompressor,travis_to_gha,few-shot,llama3_1_8b,0.442577,0.264183
2435,airlift_aircompressor,travis_to_gha,few-shot,gpt-4o,0.587879,0.366934
2436,airlift_aircompressor,travis_to_gha,few-shot,mistral_7b,0.635302,0.191471
2437,airlift_aircompressor,gha_to_travis,few-shot,gemma3_12b,0.2199,0.073541
2438,airlift_aircompressor,gha_to_travis,few-shot,llama3_1_8b,0.207514,0.083045
2439,airlift_aircompressor,gha_to_travis,few-shot,gpt-4o,0.472377,0.067116
2440,airlift_aircompressor,gha_to_travis,few-shot,mistral_7b,0.372194,0.061494
2441,typetools_guava,travis_to_gha,few-shot,gemma3_12b,0.671129,0.222886
2442,typetools_guava,travis_to_gha,few-shot,llama3_1_8b,0.586201,0.20669
2443,typetools_guava,travis_to_gha,few-shot,gpt-4o,0.752664,0.236297
2444,typetools_guava,travis_to_gha,few-shot,mistral_7b,0.682548,0.319672
2445,typetools_guava,gha_to_travis,few-shot,gemma3_12b,0.343506,0.261416
2446,typetools_guava,gha_to_travis,few-shot,llama3_1_8b,0.338273,0.222099
2447,typetools_guava,gha_to_travis,few-shot,gpt-4o,0.47873,0.448866
2448,typetools_guava,gha_to_travis,few-shot,mistral_7b,0.338798,0.322118
2449,btraceio_btrace,travis_to_gha,few-shot,gemma3_12b,0.696143,0.210665
2450,btraceio_btrace,travis_to_gha,few-shot,llama3_1_8b,0.58469,0.203276
2451,btraceio_btrace,travis_to_gha,few-shot,gpt-4o,0.648265,0.211673
2452,btraceio_btrace,travis_to_gha,few-shot,mistral_7b,0.646521,0.153234
2453,btraceio_btrace,gha_to_travis,few-shot,gemma3_12b,0.27294,0.105091
2454,btraceio_btrace,gha_to_travis,few-shot,llama3_1_8b,0.292306,0.058522
2455,btraceio_btrace,gha_to_travis,few-shot,gpt-4o,0.204105,0.040058
2456,btraceio_btrace,gha_to_travis,few-shot,mistral_7b,0.213098,0.064439
2457,parse-community_Parse-SDK-Android,travis_to_gha,few-shot,gemma3_12b,0.712797,0.450792
2458,parse-community_Parse-SDK-Android,travis_to_gha,few-shot,llama3_1_8b,0.755345,0.473804
2459,parse-community_Parse-SDK-Android,travis_to_gha,few-shot,gpt-4o,0.657648,0.371444
2460,parse-community_Parse-SDK-Android,travis_to_gha,few-shot,mistral_7b,0.568038,0.209876
2461,parse-community_Parse-SDK-Android,gha_to_travis,few-shot,gemma3_12b,0.667014,0.312019
2462,parse-community_Parse-SDK-Android,gha_to_travis,few-shot,llama3_1_8b,0.602464,0.276274
2463,parse-community_Parse-SDK-Android,gha_to_travis,few-shot,gpt-4o,0.715626,0.461112
2464,parse-community_Parse-SDK-Android,gha_to_travis,few-shot,mistral_7b,0.568737,0.136058
2465,WISVCH_events,travis_to_gha,few-shot,gemma3_12b,0.608474,0.343138
2466,WISVCH_events,travis_to_gha,few-shot,llama3_1_8b,0.707027,0.322203
2467,WISVCH_events,travis_to_gha,few-shot,gpt-4o,0.68519,0.482872
2468,WISVCH_events,travis_to_gha,few-shot,mistral_7b,0.704931,0.33535
2469,WISVCH_events,gha_to_travis,few-shot,gemma3_12b,0.560497,0.448509
2470,WISVCH_events,gha_to_travis,few-shot,llama3_1_8b,0.321767,0.303853
2471,WISVCH_events,gha_to_travis,few-shot,gpt-4o,0.605962,0.43363
2472,WISVCH_events,gha_to_travis,few-shot,mistral_7b,0.451664,0.259078
2473,scijava_scripting-groovy,travis_to_gha,few-shot,gemma3_12b,0.683755,0.294606
2474,scijava_scripting-groovy,travis_to_gha,few-shot,llama3_1_8b,0.704883,0.473423
2475,scijava_scripting-groovy,travis_to_gha,few-shot,gpt-4o,0.688028,0.444034
2476,scijava_scripting-groovy,travis_to_gha,few-shot,mistral_7b,0.667508,0.311912
2477,scijava_scripting-groovy,gha_to_travis,few-shot,gemma3_12b,0.173925,0.082719
2478,scijava_scripting-groovy,gha_to_travis,few-shot,llama3_1_8b,0.23355,0.150585
2479,scijava_scripting-groovy,gha_to_travis,few-shot,gpt-4o,0.419627,0.296908
2480,scijava_scripting-groovy,gha_to_travis,few-shot,mistral_7b,0.326464,0.12231
2481,io7m_jeucreader,travis_to_gha,few-shot,gemma3_12b,0.63067,0.389312
2482,io7m_jeucreader,travis_to_gha,few-shot,llama3_1_8b,0.719784,0.355926
2483,io7m_jeucreader,travis_to_gha,few-shot,gpt-4o,0.718393,0.359811
2484,io7m_jeucreader,travis_to_gha,few-shot,mistral_7b,0.540929,0.247724
2485,io7m_jeucreader,gha_to_travis,few-shot,gemma3_12b,0.405741,0.275361
2486,io7m_jeucreader,gha_to_travis,few-shot,llama3_1_8b,0.40522,0.219402
2487,io7m_jeucreader,gha_to_travis,few-shot,gpt-4o,0.476331,0.155122
2488,io7m_jeucreader,gha_to_travis,few-shot,mistral_7b,0.392792,0.177788
2489,checkout_checkout-sdk-java,travis_to_gha,few-shot,gemma3_12b,0.000608,0.000242
2490,checkout_checkout-sdk-java,travis_to_gha,few-shot,llama3_1_8b,0.591144,0.245229
2491,checkout_checkout-sdk-java,travis_to_gha,few-shot,gpt-4o,0.665592,0.275431
2492,checkout_checkout-sdk-java,travis_to_gha,few-shot,mistral_7b,0.736543,0.169161
2493,checkout_checkout-sdk-java,gha_to_travis,few-shot,gemma3_12b,0.166896,0.080016
2494,checkout_checkout-sdk-java,gha_to_travis,few-shot,llama3_1_8b,0.101036,0.061185
2495,checkout_checkout-sdk-java,gha_to_travis,few-shot,gpt-4o,0.245587,0.009969
2496,checkout_checkout-sdk-java,gha_to_travis,few-shot,mistral_7b,0.126345,0.052695
2497,komamitsu_fluency,travis_to_gha,few-shot,gemma3_12b,0.572608,0.261127
2498,komamitsu_fluency,travis_to_gha,few-shot,llama3_1_8b,0.549809,0.309002
2499,komamitsu_fluency,travis_to_gha,few-shot,gpt-4o,0.613096,0.226078
2500,komamitsu_fluency,travis_to_gha,few-shot,mistral_7b,0.486577,0.214664
2501,komamitsu_fluency,gha_to_travis,few-shot,gemma3_12b,0.281491,0.059259
2502,komamitsu_fluency,gha_to_travis,few-shot,llama3_1_8b,0.248458,0.045977
2503,komamitsu_fluency,gha_to_travis,few-shot,gpt-4o,0.421702,0.122952
2504,komamitsu_fluency,gha_to_travis,few-shot,mistral_7b,0.354306,0.077671
2505,sqlancer_sqlancer,travis_to_gha,few-shot,gemma3_12b,0.583864,0.406948
2506,sqlancer_sqlancer,travis_to_gha,few-shot,llama3_1_8b,0.711843,0.483923
2507,sqlancer_sqlancer,travis_to_gha,few-shot,gpt-4o,0.627533,0.436358
2508,sqlancer_sqlancer,travis_to_gha,few-shot,mistral_7b,0.382919,0.180773
2509,sqlancer_sqlancer,gha_to_travis,few-shot,gemma3_12b,0.601783,0.436063
2510,sqlancer_sqlancer,gha_to_travis,few-shot,llama3_1_8b,0.626223,0.486484
2511,sqlancer_sqlancer,gha_to_travis,few-shot,gpt-4o,0.852991,0.749832
2512,sqlancer_sqlancer,gha_to_travis,few-shot,mistral_7b,0.367001,0.034785
2513,tsandmann_ct-sim,travis_to_gha,few-shot,gemma3_12b,0.459263,0.246774
2514,tsandmann_ct-sim,travis_to_gha,few-shot,llama3_1_8b,0.55347,0.356894
2515,tsandmann_ct-sim,travis_to_gha,few-shot,gpt-4o,0.545558,0.453217
2516,tsandmann_ct-sim,travis_to_gha,few-shot,mistral_7b,0.337526,0.267125
2517,tsandmann_ct-sim,gha_to_travis,few-shot,gemma3_12b,0.143637,0.05268
2518,tsandmann_ct-sim,gha_to_travis,few-shot,llama3_1_8b,0.196722,0.098974
2519,tsandmann_ct-sim,gha_to_travis,few-shot,gpt-4o,0.381771,0.125562
2520,tsandmann_ct-sim,gha_to_travis,few-shot,mistral_7b,0.404651,0.088235
2521,imglib_imglib2-roi,travis_to_gha,few-shot,gemma3_12b,0.621379,0.344027
2522,imglib_imglib2-roi,travis_to_gha,few-shot,llama3_1_8b,0.684692,0.449828
2523,imglib_imglib2-roi,travis_to_gha,few-shot,gpt-4o,0.686561,0.449509
2524,imglib_imglib2-roi,travis_to_gha,few-shot,mistral_7b,0.620107,0.227952
2525,imglib_imglib2-roi,gha_to_travis,few-shot,gemma3_12b,0.111417,0.073313
2526,imglib_imglib2-roi,gha_to_travis,few-shot,llama3_1_8b,0.297133,0.110096
2527,imglib_imglib2-roi,gha_to_travis,few-shot,gpt-4o,0.484544,0.309031
2528,imglib_imglib2-roi,gha_to_travis,few-shot,mistral_7b,0.335083,0.099315
2529,sizovs_PipelinR,travis_to_gha,few-shot,gemma3_12b,0.679102,0.481913
2530,sizovs_PipelinR,travis_to_gha,few-shot,llama3_1_8b,0.65633,0.475073
2531,sizovs_PipelinR,travis_to_gha,few-shot,gpt-4o,0.619279,0.405249
2532,sizovs_PipelinR,travis_to_gha,few-shot,mistral_7b,0.609,0.299359
2533,sizovs_PipelinR,gha_to_travis,few-shot,gemma3_12b,0.634335,0.459933
2534,sizovs_PipelinR,gha_to_travis,few-shot,llama3_1_8b,0.507093,0.293151
2535,sizovs_PipelinR,gha_to_travis,few-shot,gpt-4o,0.859338,0.753795
2536,sizovs_PipelinR,gha_to_travis,few-shot,mistral_7b,0.25004,0.093169
2537,sofastack_sofa-registry,travis_to_gha,few-shot,gemma3_12b,0.643585,0.416314
2538,sofastack_sofa-registry,travis_to_gha,few-shot,llama3_1_8b,0.704409,0.465375
2539,sofastack_sofa-registry,travis_to_gha,few-shot,gpt-4o,0.67228,0.426266
2540,sofastack_sofa-registry,travis_to_gha,few-shot,mistral_7b,0.627815,0.442326
2541,sofastack_sofa-registry,gha_to_travis,few-shot,gemma3_12b,0.546793,0.18888
2542,sofastack_sofa-registry,gha_to_travis,few-shot,llama3_1_8b,0.445896,0.209946
2543,sofastack_sofa-registry,gha_to_travis,few-shot,gpt-4o,0.636396,0.401579
2544,sofastack_sofa-registry,gha_to_travis,few-shot,mistral_7b,0.420181,0.121975
2545,mamewotoko_podplayer,travis_to_gha,few-shot,gemma3_12b,0.562471,0.327571
2546,mamewotoko_podplayer,travis_to_gha,few-shot,llama3_1_8b,0.590909,0.343992
2547,mamewotoko_podplayer,travis_to_gha,few-shot,gpt-4o,0.6296,0.343865
2548,mamewotoko_podplayer,travis_to_gha,few-shot,mistral_7b,0.465339,0.265343
2549,mamewotoko_podplayer,gha_to_travis,few-shot,gemma3_12b,0.276026,0.056229
2550,mamewotoko_podplayer,gha_to_travis,few-shot,llama3_1_8b,0.375239,0.149092
2551,mamewotoko_podplayer,gha_to_travis,few-shot,gpt-4o,0.463586,0.22188
2552,mamewotoko_podplayer,gha_to_travis,few-shot,mistral_7b,0.155543,0.067791
2553,saucelabs_ci-sauce,travis_to_gha,few-shot,gemma3_12b,0.668592,0.264271
2554,saucelabs_ci-sauce,travis_to_gha,few-shot,llama3_1_8b,0.735611,0.251086
2555,saucelabs_ci-sauce,travis_to_gha,few-shot,gpt-4o,0.754442,0.270874
2556,saucelabs_ci-sauce,travis_to_gha,few-shot,mistral_7b,0.649279,0.28263
2557,saucelabs_ci-sauce,gha_to_travis,few-shot,gemma3_12b,0.433013,0.174964
2558,saucelabs_ci-sauce,gha_to_travis,few-shot,llama3_1_8b,0.190347,0.082761
2559,saucelabs_ci-sauce,gha_to_travis,few-shot,gpt-4o,0.298142,0.147196
2560,saucelabs_ci-sauce,gha_to_travis,few-shot,mistral_7b,0.219089,0.159493
2561,apache_maven-resolver,travis_to_gha,few-shot,gemma3_12b,0.619721,0.177053
2562,apache_maven-resolver,travis_to_gha,few-shot,llama3_1_8b,0.632799,0.144561
2563,apache_maven-resolver,travis_to_gha,few-shot,gpt-4o,0.593846,0.136157
2564,apache_maven-resolver,travis_to_gha,few-shot,mistral_7b,0.563735,0.195547
2565,apache_maven-resolver,gha_to_travis,few-shot,gemma3_12b,0.034938,0.019284
2566,apache_maven-resolver,gha_to_travis,few-shot,llama3_1_8b,0.447774,0.241591
2567,apache_maven-resolver,gha_to_travis,few-shot,gpt-4o,0.492551,0.27323
2568,apache_maven-resolver,gha_to_travis,few-shot,mistral_7b,0.337154,0.163299
2569,cryptomator_dokany-nio-adapter,travis_to_gha,few-shot,gemma3_12b,0.594478,0.196957
2570,cryptomator_dokany-nio-adapter,travis_to_gha,few-shot,llama3_1_8b,0.499227,0.146037
2571,cryptomator_dokany-nio-adapter,travis_to_gha,few-shot,gpt-4o,0.572737,0.261887
2572,cryptomator_dokany-nio-adapter,travis_to_gha,few-shot,mistral_7b,0.566282,0.263938
2573,cryptomator_dokany-nio-adapter,gha_to_travis,few-shot,gemma3_12b,0.242558,0.07607
2574,cryptomator_dokany-nio-adapter,gha_to_travis,few-shot,llama3_1_8b,0.337933,0.050663
2575,cryptomator_dokany-nio-adapter,gha_to_travis,few-shot,gpt-4o,0.372054,0.119881
2576,cryptomator_dokany-nio-adapter,gha_to_travis,few-shot,mistral_7b,0.357995,0.083539
2577,FasterXML_jackson-datatypes-collections,travis_to_gha,few-shot,gemma3_12b,0.570922,0.113571
2578,FasterXML_jackson-datatypes-collections,travis_to_gha,few-shot,llama3_1_8b,0.404247,0.103389
2579,FasterXML_jackson-datatypes-collections,travis_to_gha,few-shot,gpt-4o,0.612209,0.11439
2580,FasterXML_jackson-datatypes-collections,travis_to_gha,few-shot,mistral_7b,0.602553,0.297542
2581,FasterXML_jackson-datatypes-collections,gha_to_travis,few-shot,gemma3_12b,0.285546,0.043033
2582,FasterXML_jackson-datatypes-collections,gha_to_travis,few-shot,llama3_1_8b,0.228306,0.048196
2583,FasterXML_jackson-datatypes-collections,gha_to_travis,few-shot,gpt-4o,0.48107,0.105274
2584,FasterXML_jackson-datatypes-collections,gha_to_travis,few-shot,mistral_7b,0.313276,0.051503
2585,wcm-io-devops_maven-nodejs-proxy,travis_to_gha,few-shot,gemma3_12b,0.535286,0.32285
2586,wcm-io-devops_maven-nodejs-proxy,travis_to_gha,few-shot,llama3_1_8b,0.464877,0.343231
2587,wcm-io-devops_maven-nodejs-proxy,travis_to_gha,few-shot,gpt-4o,0.59648,0.314733
2588,wcm-io-devops_maven-nodejs-proxy,travis_to_gha,few-shot,mistral_7b,0.620751,0.268462
2589,wcm-io-devops_maven-nodejs-proxy,gha_to_travis,few-shot,gemma3_12b,0.052005,0.074242
2590,wcm-io-devops_maven-nodejs-proxy,gha_to_travis,few-shot,llama3_1_8b,0.086966,0.063872
2591,wcm-io-devops_maven-nodejs-proxy,gha_to_travis,few-shot,gpt-4o,0.06482,0.034464
2592,wcm-io-devops_maven-nodejs-proxy,gha_to_travis,few-shot,mistral_7b,0.118818,0.09325
2593,ConsensusJ_consensusj,travis_to_gha,few-shot,gemma3_12b,0.669407,0.299917
2594,ConsensusJ_consensusj,travis_to_gha,few-shot,llama3_1_8b,0.616465,0.375219
2595,ConsensusJ_consensusj,travis_to_gha,few-shot,gpt-4o,0.692937,0.500205
2596,ConsensusJ_consensusj,travis_to_gha,few-shot,mistral_7b,0.717256,0.425195
2597,ConsensusJ_consensusj,gha_to_travis,few-shot,gemma3_12b,0.080582,0.041947
2598,ConsensusJ_consensusj,gha_to_travis,few-shot,llama3_1_8b,0.162835,0.07013
2599,ConsensusJ_consensusj,gha_to_travis,few-shot,gpt-4o,0.533002,0.311835
2600,ConsensusJ_consensusj,gha_to_travis,few-shot,mistral_7b,0.137387,0.048795
2601,kordamp_ikonli,travis_to_gha,few-shot,gemma3_12b,0.576711,0.308636
2602,kordamp_ikonli,travis_to_gha,few-shot,llama3_1_8b,0.604968,0.343225
2603,kordamp_ikonli,travis_to_gha,few-shot,gpt-4o,0.646876,0.429094
2604,kordamp_ikonli,travis_to_gha,few-shot,mistral_7b,0.600595,0.181212
2605,kordamp_ikonli,gha_to_travis,few-shot,gemma3_12b,0.424264,0.13466
2606,kordamp_ikonli,gha_to_travis,few-shot,llama3_1_8b,0.358554,0.295656
2607,kordamp_ikonli,gha_to_travis,few-shot,gpt-4o,0.154157,0.13838
2608,kordamp_ikonli,gha_to_travis,few-shot,mistral_7b,0.178099,0.112467
2609,igniterealtime_openfire-xmldebugger-plugin,travis_to_gha,few-shot,gemma3_12b,0.528721,0.267849
2610,igniterealtime_openfire-xmldebugger-plugin,travis_to_gha,few-shot,llama3_1_8b,0.646816,0.385318
2611,igniterealtime_openfire-xmldebugger-plugin,travis_to_gha,few-shot,gpt-4o,0.676443,0.373085
2612,igniterealtime_openfire-xmldebugger-plugin,travis_to_gha,few-shot,mistral_7b,0.574556,0.199647
2613,igniterealtime_openfire-xmldebugger-plugin,gha_to_travis,few-shot,gemma3_12b,0.535456,0.197676
2614,igniterealtime_openfire-xmldebugger-plugin,gha_to_travis,few-shot,llama3_1_8b,0.353483,0.339199
2615,igniterealtime_openfire-xmldebugger-plugin,gha_to_travis,few-shot,gpt-4o,0.454698,0.430236
2616,igniterealtime_openfire-xmldebugger-plugin,gha_to_travis,few-shot,mistral_7b,0.357839,0.301826
2617,Twasi_twasi-core,travis_to_gha,few-shot,gemma3_12b,0.668128,0.124958
2618,Twasi_twasi-core,travis_to_gha,few-shot,llama3_1_8b,0.533,0.247353
2619,Twasi_twasi-core,travis_to_gha,few-shot,gpt-4o,0.600069,0.158436
2620,Twasi_twasi-core,travis_to_gha,few-shot,mistral_7b,0.529995,0.158474
2621,Twasi_twasi-core,gha_to_travis,few-shot,gemma3_12b,0.304719,0.151143
2622,Twasi_twasi-core,gha_to_travis,few-shot,llama3_1_8b,0.408184,0.120875
2623,Twasi_twasi-core,gha_to_travis,few-shot,gpt-4o,0.425561,0.082408
2624,Twasi_twasi-core,gha_to_travis,few-shot,mistral_7b,0.376473,0.220056
2625,gotify_android,travis_to_gha,few-shot,gemma3_12b,0.649058,0.31004
2626,gotify_android,travis_to_gha,few-shot,llama3_1_8b,0.609977,0.364915
2627,gotify_android,travis_to_gha,few-shot,gpt-4o,0.677772,0.337358
2628,gotify_android,travis_to_gha,few-shot,mistral_7b,0.626964,0.254355
2629,gotify_android,gha_to_travis,few-shot,gemma3_12b,0.280099,0.256757
2630,gotify_android,gha_to_travis,few-shot,llama3_1_8b,0.372885,0.300608
2631,gotify_android,gha_to_travis,few-shot,gpt-4o,0.539765,0.30748
2632,gotify_android,gha_to_travis,few-shot,mistral_7b,0.320038,0.276602
2633,tdf_odftoolkit,travis_to_gha,few-shot,gemma3_12b,0.580034,0.344847
2634,tdf_odftoolkit,travis_to_gha,few-shot,llama3_1_8b,0.723676,0.445177
2635,tdf_odftoolkit,travis_to_gha,few-shot,gpt-4o,0.536522,0.4414
2636,tdf_odftoolkit,travis_to_gha,few-shot,mistral_7b,0.65202,0.384353
2637,tdf_odftoolkit,gha_to_travis,few-shot,gemma3_12b,0.000454,0.000332
2638,tdf_odftoolkit,gha_to_travis,few-shot,llama3_1_8b,0.29277,0.234243
2639,tdf_odftoolkit,gha_to_travis,few-shot,gpt-4o,0.641427,0.26533
2640,tdf_odftoolkit,gha_to_travis,few-shot,mistral_7b,0.411476,0.058408
2641,starnowski_bmunit-extension,travis_to_gha,few-shot,gemma3_12b,0.569639,0.293327
2642,starnowski_bmunit-extension,travis_to_gha,few-shot,llama3_1_8b,0.594448,0.271762
2643,starnowski_bmunit-extension,travis_to_gha,few-shot,gpt-4o,0.707363,0.379586
2644,starnowski_bmunit-extension,travis_to_gha,few-shot,mistral_7b,0.709707,0.262886
2645,starnowski_bmunit-extension,gha_to_travis,few-shot,gemma3_12b,0.266601,0.203042
2646,starnowski_bmunit-extension,gha_to_travis,few-shot,llama3_1_8b,0.267114,0.183016
2647,starnowski_bmunit-extension,gha_to_travis,few-shot,gpt-4o,0.439885,0.218347
2648,starnowski_bmunit-extension,gha_to_travis,few-shot,mistral_7b,0.427294,0.192595
2649,gliwka_hyperscan-java,travis_to_gha,few-shot,gemma3_12b,0.619579,0.170469
2650,gliwka_hyperscan-java,travis_to_gha,few-shot,llama3_1_8b,0.174025,0.064631
2651,gliwka_hyperscan-java,travis_to_gha,few-shot,gpt-4o,0.651683,0.188651
2652,gliwka_hyperscan-java,travis_to_gha,few-shot,mistral_7b,0.713488,0.244147
2653,gliwka_hyperscan-java,gha_to_travis,few-shot,gemma3_12b,0.296071,0.000123
2654,gliwka_hyperscan-java,gha_to_travis,few-shot,llama3_1_8b,0.22786,0.000133
2655,gliwka_hyperscan-java,gha_to_travis,few-shot,gpt-4o,0.305785,0.000526
2656,gliwka_hyperscan-java,gha_to_travis,few-shot,mistral_7b,0.21429,0.000237
2657,t1_logging-interceptor,travis_to_gha,few-shot,gemma3_12b,0.726489,0.426401
2658,t1_logging-interceptor,travis_to_gha,few-shot,llama3_1_8b,0.622649,0.306786
2659,t1_logging-interceptor,travis_to_gha,few-shot,gpt-4o,0.632644,0.368456
2660,t1_logging-interceptor,travis_to_gha,few-shot,mistral_7b,0.603202,0.232126
2661,t1_logging-interceptor,gha_to_travis,few-shot,gemma3_12b,0.499512,0.181426
2662,t1_logging-interceptor,gha_to_travis,few-shot,llama3_1_8b,0.370839,0.198615
2663,t1_logging-interceptor,gha_to_travis,few-shot,gpt-4o,0.718185,0.433609
2664,t1_logging-interceptor,gha_to_travis,few-shot,mistral_7b,0.331133,0.096825
2665,ralscha_wamp2spring,travis_to_gha,few-shot,gemma3_12b,0.639907,0.294357
2666,ralscha_wamp2spring,travis_to_gha,few-shot,llama3_1_8b,0.600481,0.338822
2667,ralscha_wamp2spring,travis_to_gha,few-shot,gpt-4o,0.587445,0.281399
2668,ralscha_wamp2spring,travis_to_gha,few-shot,mistral_7b,0.640184,0.28886
2669,ralscha_wamp2spring,gha_to_travis,few-shot,gemma3_12b,0.492716,0.181902
2670,ralscha_wamp2spring,gha_to_travis,few-shot,llama3_1_8b,0.291241,0.090305
2671,ralscha_wamp2spring,gha_to_travis,few-shot,gpt-4o,0.467323,0.186596
2672,ralscha_wamp2spring,gha_to_travis,few-shot,mistral_7b,0.227839,0.099602
2673,Smarteon_loxone-java,travis_to_gha,few-shot,gemma3_12b,0.651037,0.24559
2674,Smarteon_loxone-java,travis_to_gha,few-shot,llama3_1_8b,0.547135,0.171613
2675,Smarteon_loxone-java,travis_to_gha,few-shot,gpt-4o,0.635838,0.211308
2676,Smarteon_loxone-java,travis_to_gha,few-shot,mistral_7b,0.430261,0.169501
2677,Smarteon_loxone-java,gha_to_travis,few-shot,gemma3_12b,0.420303,0.238393
2678,Smarteon_loxone-java,gha_to_travis,few-shot,llama3_1_8b,0.516398,0.317155
2679,Smarteon_loxone-java,gha_to_travis,few-shot,gpt-4o,0.6,0.123665
2680,Smarteon_loxone-java,gha_to_travis,few-shot,mistral_7b,0.15707,0.054672
2681,linkedin_avro-util,travis_to_gha,few-shot,gemma3_12b,0.657034,0.270876
2682,linkedin_avro-util,travis_to_gha,few-shot,llama3_1_8b,0.443526,0.188434
2683,linkedin_avro-util,travis_to_gha,few-shot,gpt-4o,0.641821,0.239054
2684,linkedin_avro-util,travis_to_gha,few-shot,mistral_7b,0.621741,0.215079
2685,linkedin_avro-util,gha_to_travis,few-shot,gemma3_12b,0.14878,0.041821
2686,linkedin_avro-util,gha_to_travis,few-shot,llama3_1_8b,0.35015,0.107741
2687,linkedin_avro-util,gha_to_travis,few-shot,gpt-4o,0.234549,0.018426
2688,linkedin_avro-util,gha_to_travis,few-shot,mistral_7b,0.149168,0.095179
2689,mendhak_gpslogger,travis_to_gha,few-shot,gemma3_12b,0.406553,0.262317
2690,mendhak_gpslogger,travis_to_gha,few-shot,llama3_1_8b,0.644094,0.256822
2691,mendhak_gpslogger,travis_to_gha,few-shot,gpt-4o,0.583236,0.216942
2692,mendhak_gpslogger,travis_to_gha,few-shot,mistral_7b,0.572142,0.199342
2693,mendhak_gpslogger,gha_to_travis,few-shot,gemma3_12b,0.370679,0.05085
2694,mendhak_gpslogger,gha_to_travis,few-shot,llama3_1_8b,0.6742,0.236821
2695,mendhak_gpslogger,gha_to_travis,few-shot,gpt-4o,0.461633,0.002031
2696,mendhak_gpslogger,gha_to_travis,few-shot,mistral_7b,0.224441,0.12918
2697,Paul2708_simple-commands,travis_to_gha,few-shot,gemma3_12b,0.744124,0.664211
2698,Paul2708_simple-commands,travis_to_gha,few-shot,llama3_1_8b,0.651282,0.530132
2699,Paul2708_simple-commands,travis_to_gha,few-shot,gpt-4o,0.818923,0.74625
2700,Paul2708_simple-commands,travis_to_gha,few-shot,mistral_7b,0.600275,0.305184
2701,Paul2708_simple-commands,gha_to_travis,few-shot,gemma3_12b,0.710047,0.440195
2702,Paul2708_simple-commands,gha_to_travis,few-shot,llama3_1_8b,0.601929,0.294579
2703,Paul2708_simple-commands,gha_to_travis,few-shot,gpt-4o,0.793857,0.57564
2704,Paul2708_simple-commands,gha_to_travis,few-shot,mistral_7b,0.497468,0.101044
2705,otto-de_synapse,travis_to_gha,few-shot,gemma3_12b,0.598178,0.261686
2706,otto-de_synapse,travis_to_gha,few-shot,llama3_1_8b,0.766069,0.447654
2707,otto-de_synapse,travis_to_gha,few-shot,gpt-4o,0.681507,0.315189
2708,otto-de_synapse,travis_to_gha,few-shot,mistral_7b,0.560943,0.220195
2709,otto-de_synapse,gha_to_travis,few-shot,gemma3_12b,0.246079,0.104212
2710,otto-de_synapse,gha_to_travis,few-shot,llama3_1_8b,0.268914,0.111819
2711,otto-de_synapse,gha_to_travis,few-shot,gpt-4o,0.413197,0.08456
2712,otto-de_synapse,gha_to_travis,few-shot,mistral_7b,0.43869,0.108918
2713,reaktivity_nukleus-tcp.spec,travis_to_gha,few-shot,gemma3_12b,0.757937,0.454216
2714,reaktivity_nukleus-tcp.spec,travis_to_gha,few-shot,llama3_1_8b,0.640459,0.385722
2715,reaktivity_nukleus-tcp.spec,travis_to_gha,few-shot,gpt-4o,0.705744,0.620867
2716,reaktivity_nukleus-tcp.spec,travis_to_gha,few-shot,mistral_7b,0.711832,0.457446
2717,reaktivity_nukleus-tcp.spec,gha_to_travis,few-shot,gemma3_12b,0.462042,0.094265
