SL,project_name,migration_direction,prompt_mode,model_name,cosine_similarity,crystal_bleu
2718,reaktivity_nukleus-tcp.spec,gha_to_travis,few-shot,llama3_1_8b,0.364998,0.258199
2719,reaktivity_nukleus-tcp.spec,gha_to_travis,few-shot,gpt-4o,0.257561,0.093636
2720,reaktivity_nukleus-tcp.spec,gha_to_travis,few-shot,mistral_7b,0.372081,0.141852
2721,rabbitmq_hop,travis_to_gha,few-shot,gemma3_12b,0.403804,0.201126
2722,rabbitmq_hop,travis_to_gha,few-shot,llama3_1_8b,0.539587,0.292472
2723,rabbitmq_hop,travis_to_gha,few-shot,gpt-4o,0.6385,0.365478
2724,rabbitmq_hop,travis_to_gha,few-shot,mistral_7b,0.618958,0.213513
2725,rabbitmq_hop,gha_to_travis,few-shot,gemma3_12b,0.164957,0.033963
2726,rabbitmq_hop,gha_to_travis,few-shot,llama3_1_8b,0.160357,0.048113
2727,rabbitmq_hop,gha_to_travis,few-shot,gpt-4o,0.260133,0.050669
2728,rabbitmq_hop,gha_to_travis,few-shot,mistral_7b,0.440534,0.104757
2729,mate-academy_hibernate-configuration-hw,travis_to_gha,few-shot,gemma3_12b,0.761914,0.539984
2730,mate-academy_hibernate-configuration-hw,travis_to_gha,few-shot,llama3_1_8b,0.690964,0.440877
2731,mate-academy_hibernate-configuration-hw,travis_to_gha,few-shot,gpt-4o,0.710897,0.553632
2732,mate-academy_hibernate-configuration-hw,travis_to_gha,few-shot,mistral_7b,0.595932,0.268297
2733,mate-academy_hibernate-configuration-hw,gha_to_travis,few-shot,gemma3_12b,0.569803,0.153846
2734,mate-academy_hibernate-configuration-hw,gha_to_travis,few-shot,llama3_1_8b,0.301511,0.106676
2735,mate-academy_hibernate-configuration-hw,gha_to_travis,few-shot,gpt-4o,0.723747,0.322749
2736,mate-academy_hibernate-configuration-hw,gha_to_travis,few-shot,mistral_7b,0.497468,0.187317
2737,messaginghub_pooled-jms,travis_to_gha,few-shot,gemma3_12b,0.552832,0.27646
2738,messaginghub_pooled-jms,travis_to_gha,few-shot,llama3_1_8b,0.568166,0.257321
2739,messaginghub_pooled-jms,travis_to_gha,few-shot,gpt-4o,0.620891,0.28515
2740,messaginghub_pooled-jms,travis_to_gha,few-shot,mistral_7b,0.660587,0.350958
2741,messaginghub_pooled-jms,gha_to_travis,few-shot,gemma3_12b,0.319422,0.056541
2742,messaginghub_pooled-jms,gha_to_travis,few-shot,llama3_1_8b,0.230089,0.034561
2743,messaginghub_pooled-jms,gha_to_travis,few-shot,gpt-4o,0.40685,0.121566
2744,messaginghub_pooled-jms,gha_to_travis,few-shot,mistral_7b,0.425436,0.064543
2745,Kaktushose_LS-ModManager,travis_to_gha,few-shot,gemma3_12b,0.593822,0.563192
2746,Kaktushose_LS-ModManager,travis_to_gha,few-shot,llama3_1_8b,0.582182,0.486388
2747,Kaktushose_LS-ModManager,travis_to_gha,few-shot,gpt-4o,0.606884,0.656479
2748,Kaktushose_LS-ModManager,travis_to_gha,few-shot,mistral_7b,0.503953,0.393359
2749,Kaktushose_LS-ModManager,gha_to_travis,few-shot,gemma3_12b,0.365148,0.181902
2750,Kaktushose_LS-ModManager,gha_to_travis,few-shot,llama3_1_8b,0.394405,0.188608
2751,Kaktushose_LS-ModManager,gha_to_travis,few-shot,gpt-4o,0.552052,0.392232
2752,Kaktushose_LS-ModManager,gha_to_travis,few-shot,mistral_7b,0.20702,0.05698
2753,selenide_selenide,travis_to_gha,few-shot,gemma3_12b,0.687558,0.179385
2754,selenide_selenide,travis_to_gha,few-shot,llama3_1_8b,0.675327,0.070657
2755,selenide_selenide,travis_to_gha,few-shot,gpt-4o,0.654858,0.136164
2756,selenide_selenide,travis_to_gha,few-shot,mistral_7b,0.661581,0.132787
2757,selenide_selenide,gha_to_travis,few-shot,gemma3_12b,0.189396,0.096942
2758,selenide_selenide,gha_to_travis,few-shot,llama3_1_8b,0.35383,0.040717
2759,selenide_selenide,gha_to_travis,few-shot,gpt-4o,0.285763,0.099939
2760,selenide_selenide,gha_to_travis,few-shot,mistral_7b,0.542913,0.097733
2761,h2database_h2database,travis_to_gha,few-shot,gemma3_12b,0.577813,0.224239
2762,h2database_h2database,travis_to_gha,few-shot,llama3_1_8b,0.586968,0.2924
2763,h2database_h2database,travis_to_gha,few-shot,gpt-4o,0.544395,0.30802
2764,h2database_h2database,travis_to_gha,few-shot,mistral_7b,0.665133,0.264865
2765,h2database_h2database,gha_to_travis,few-shot,gemma3_12b,0.442807,0.197739
2766,h2database_h2database,gha_to_travis,few-shot,llama3_1_8b,0.535202,0.10777
2767,h2database_h2database,gha_to_travis,few-shot,gpt-4o,0.622799,0.132405
2768,h2database_h2database,gha_to_travis,few-shot,mistral_7b,0.447214,0.13632
2769,YakushevVladimir_BibleQuote-for-Android,travis_to_gha,few-shot,gemma3_12b,0.580289,0.197028
2770,YakushevVladimir_BibleQuote-for-Android,travis_to_gha,few-shot,llama3_1_8b,0.465203,0.305819
2771,YakushevVladimir_BibleQuote-for-Android,travis_to_gha,few-shot,gpt-4o,0.741871,0.387195
2772,YakushevVladimir_BibleQuote-for-Android,travis_to_gha,few-shot,mistral_7b,0.515435,0.20292
2773,YakushevVladimir_BibleQuote-for-Android,gha_to_travis,few-shot,gemma3_12b,0.313527,0.179605
2774,YakushevVladimir_BibleQuote-for-Android,gha_to_travis,few-shot,llama3_1_8b,0.345916,0.214347
2775,YakushevVladimir_BibleQuote-for-Android,gha_to_travis,few-shot,gpt-4o,0.657952,0.264368
2776,YakushevVladimir_BibleQuote-for-Android,gha_to_travis,few-shot,mistral_7b,0.437409,0.065772
2777,reaktivity_nukleus-http.java,travis_to_gha,few-shot,gemma3_12b,0.757937,0.454216
2778,reaktivity_nukleus-http.java,travis_to_gha,few-shot,llama3_1_8b,0.640459,0.385722
2779,reaktivity_nukleus-http.java,travis_to_gha,few-shot,gpt-4o,0.68853,0.584965
2780,reaktivity_nukleus-http.java,travis_to_gha,few-shot,mistral_7b,0.688297,0.378465
2781,reaktivity_nukleus-http.java,gha_to_travis,few-shot,gemma3_12b,0.466147,0.098349
2782,reaktivity_nukleus-http.java,gha_to_travis,few-shot,llama3_1_8b,0.364998,0.258199
2783,reaktivity_nukleus-http.java,gha_to_travis,few-shot,gpt-4o,0.237893,0.092696
2784,reaktivity_nukleus-http.java,gha_to_travis,few-shot,mistral_7b,0.372081,0.141852
2785,line_decaton,travis_to_gha,few-shot,gemma3_12b,0.508068,0.246124
2786,line_decaton,travis_to_gha,few-shot,llama3_1_8b,0.553165,0.259257
2787,line_decaton,travis_to_gha,few-shot,gpt-4o,0.57735,0.346504
2788,line_decaton,travis_to_gha,few-shot,mistral_7b,0.594854,0.205738
2789,line_decaton,gha_to_travis,few-shot,gemma3_12b,0.201347,0.093818
2790,line_decaton,gha_to_travis,few-shot,llama3_1_8b,0.618718,0.441359
2791,line_decaton,gha_to_travis,few-shot,gpt-4o,0.400892,0.120905
2792,line_decaton,gha_to_travis,few-shot,mistral_7b,0.184637,0.119118
2793,komoot_photon,travis_to_gha,few-shot,gemma3_12b,0.463142,0.277769
2794,komoot_photon,travis_to_gha,few-shot,llama3_1_8b,0.575512,0.32253
2795,komoot_photon,travis_to_gha,few-shot,gpt-4o,0.498626,0.335391
2796,komoot_photon,travis_to_gha,few-shot,mistral_7b,0.647239,0.303822
2797,komoot_photon,gha_to_travis,few-shot,gemma3_12b,0.179969,0.073855
2798,komoot_photon,gha_to_travis,few-shot,llama3_1_8b,0.169842,0.08165
2799,komoot_photon,gha_to_travis,few-shot,gpt-4o,0.320256,0.104828
2800,komoot_photon,gha_to_travis,few-shot,mistral_7b,0.090886,0.010593
2801,xerial_sqlite-jdbc,travis_to_gha,few-shot,gemma3_12b,0.447968,0.195082
2802,xerial_sqlite-jdbc,travis_to_gha,few-shot,llama3_1_8b,0.449089,0.10838
2803,xerial_sqlite-jdbc,travis_to_gha,few-shot,gpt-4o,0.518801,0.137624
2804,xerial_sqlite-jdbc,travis_to_gha,few-shot,mistral_7b,0.633408,0.27526
2805,xerial_sqlite-jdbc,gha_to_travis,few-shot,gemma3_12b,0,0.002605
2806,xerial_sqlite-jdbc,gha_to_travis,few-shot,llama3_1_8b,0.037113,0.005602
2807,xerial_sqlite-jdbc,gha_to_travis,few-shot,gpt-4o,0.112002,0.00978
2808,xerial_sqlite-jdbc,gha_to_travis,few-shot,mistral_7b,0.059781,0.051299
2809,io7m_jsx,travis_to_gha,few-shot,gemma3_12b,0.643498,0.360165
2810,io7m_jsx,travis_to_gha,few-shot,llama3_1_8b,0.684189,0.344194
2811,io7m_jsx,travis_to_gha,few-shot,gpt-4o,0.717707,0.360354
2812,io7m_jsx,travis_to_gha,few-shot,mistral_7b,0.468623,0.15971
2813,io7m_jsx,gha_to_travis,few-shot,gemma3_12b,0.405741,0.266333
2814,io7m_jsx,gha_to_travis,few-shot,llama3_1_8b,0.40522,0.212652
2815,io7m_jsx,gha_to_travis,few-shot,gpt-4o,0.476331,0.14626
2816,io7m_jsx,gha_to_travis,few-shot,mistral_7b,0.392792,0.170533
2817,hugegraph_hugegraph-client,travis_to_gha,few-shot,gemma3_12b,0.757949,0.439704
2818,hugegraph_hugegraph-client,travis_to_gha,few-shot,llama3_1_8b,0.744377,0.496625
2819,hugegraph_hugegraph-client,travis_to_gha,few-shot,gpt-4o,0.772049,0.587128
2820,hugegraph_hugegraph-client,travis_to_gha,few-shot,mistral_7b,0.764618,0.520281
2821,hugegraph_hugegraph-client,gha_to_travis,few-shot,gemma3_12b,0.728907,0.182442
2822,hugegraph_hugegraph-client,gha_to_travis,few-shot,llama3_1_8b,0.699238,0.422451
2823,hugegraph_hugegraph-client,gha_to_travis,few-shot,gpt-4o,0.900323,0.753066
2824,hugegraph_hugegraph-client,gha_to_travis,few-shot,mistral_7b,0.744773,0.494084
2825,JetBrains_jediterm,travis_to_gha,few-shot,gemma3_12b,0.641801,0.419233
2826,JetBrains_jediterm,travis_to_gha,few-shot,llama3_1_8b,0.608605,0.316436
2827,JetBrains_jediterm,travis_to_gha,few-shot,gpt-4o,0.549767,0.489201
2828,JetBrains_jediterm,travis_to_gha,few-shot,mistral_7b,0.653609,0.314378
2829,JetBrains_jediterm,gha_to_travis,few-shot,gemma3_12b,0.258199,0.049485
2830,JetBrains_jediterm,gha_to_travis,few-shot,llama3_1_8b,0.243108,0.073774
2831,JetBrains_jediterm,gha_to_travis,few-shot,gpt-4o,0.341432,0.074501
2832,JetBrains_jediterm,gha_to_travis,few-shot,mistral_7b,0.442326,0.098465
2833,vert-x3_vertx-bridge-common,travis_to_gha,few-shot,gemma3_12b,0.678977,0.287902
2834,vert-x3_vertx-bridge-common,travis_to_gha,few-shot,llama3_1_8b,0.592758,0.315167
2835,vert-x3_vertx-bridge-common,travis_to_gha,few-shot,gpt-4o,0.574783,0.334627
2836,vert-x3_vertx-bridge-common,travis_to_gha,few-shot,mistral_7b,0.632017,0.235007
2837,vert-x3_vertx-bridge-common,gha_to_travis,few-shot,gemma3_12b,0.359728,0.128245
2838,vert-x3_vertx-bridge-common,gha_to_travis,few-shot,llama3_1_8b,0.387042,0.098295
2839,vert-x3_vertx-bridge-common,gha_to_travis,few-shot,gpt-4o,0.514059,0.195837
2840,vert-x3_vertx-bridge-common,gha_to_travis,few-shot,mistral_7b,0.368003,0.114174
2841,OpenLiberty_guide-arquillian-managed,travis_to_gha,few-shot,gemma3_12b,0.557376,0.252213
2842,OpenLiberty_guide-arquillian-managed,travis_to_gha,few-shot,llama3_1_8b,0.638003,0.277528
2843,OpenLiberty_guide-arquillian-managed,travis_to_gha,few-shot,gpt-4o,0.512737,0.265486
2844,OpenLiberty_guide-arquillian-managed,travis_to_gha,few-shot,mistral_7b,0.522555,0.222417
2845,OpenLiberty_guide-arquillian-managed,gha_to_travis,few-shot,gemma3_12b,0.26951,0.13375
2846,OpenLiberty_guide-arquillian-managed,gha_to_travis,few-shot,llama3_1_8b,0.254328,0.190908
2847,OpenLiberty_guide-arquillian-managed,gha_to_travis,few-shot,gpt-4o,0.270327,0.184518
2848,OpenLiberty_guide-arquillian-managed,gha_to_travis,few-shot,mistral_7b,0.206693,0.134754
2849,Coolerfall_Android-HttpDownloadManager,travis_to_gha,few-shot,gemma3_12b,0.639653,0.341067
2850,Coolerfall_Android-HttpDownloadManager,travis_to_gha,few-shot,llama3_1_8b,0.69965,0.328905
2851,Coolerfall_Android-HttpDownloadManager,travis_to_gha,few-shot,gpt-4o,0.810792,0.504768
2852,Coolerfall_Android-HttpDownloadManager,travis_to_gha,few-shot,mistral_7b,0.69701,0.333333
2853,Coolerfall_Android-HttpDownloadManager,gha_to_travis,few-shot,gemma3_12b,0.400892,0.203551
2854,Coolerfall_Android-HttpDownloadManager,gha_to_travis,few-shot,llama3_1_8b,0.500867,0.271915
2855,Coolerfall_Android-HttpDownloadManager,gha_to_travis,few-shot,gpt-4o,0.446109,0.272126
2856,Coolerfall_Android-HttpDownloadManager,gha_to_travis,few-shot,mistral_7b,0.206901,0.097129
2857,anastaciocintra_escpos-coffee,travis_to_gha,few-shot,gemma3_12b,0.686218,0.350176
2858,anastaciocintra_escpos-coffee,travis_to_gha,few-shot,llama3_1_8b,0.704289,0.379279
2859,anastaciocintra_escpos-coffee,travis_to_gha,few-shot,gpt-4o,0.708548,0.399521
2860,anastaciocintra_escpos-coffee,travis_to_gha,few-shot,mistral_7b,0.637577,0.268676
2861,anastaciocintra_escpos-coffee,gha_to_travis,few-shot,gemma3_12b,0.40584,0.115728
2862,anastaciocintra_escpos-coffee,gha_to_travis,few-shot,llama3_1_8b,0.427793,0.250224
2863,anastaciocintra_escpos-coffee,gha_to_travis,few-shot,gpt-4o,0.508042,0.401291
2864,anastaciocintra_escpos-coffee,gha_to_travis,few-shot,mistral_7b,0.177342,0.093483
2865,playframework_play1,travis_to_gha,few-shot,gemma3_12b,0.589107,0.135593
2866,playframework_play1,travis_to_gha,few-shot,llama3_1_8b,0.62246,0.175609
2867,playframework_play1,travis_to_gha,few-shot,gpt-4o,0.734922,0.323684
2868,playframework_play1,travis_to_gha,few-shot,mistral_7b,0.671345,0.316631
2869,playframework_play1,gha_to_travis,few-shot,gemma3_12b,0.474424,0.086468
2870,playframework_play1,gha_to_travis,few-shot,llama3_1_8b,0.247594,0.082704
2871,playframework_play1,gha_to_travis,few-shot,gpt-4o,0.510754,0.170251
2872,playframework_play1,gha_to_travis,few-shot,mistral_7b,0.356198,0.051801
2873,alexvasilkov_GestureViews,travis_to_gha,few-shot,gemma3_12b,0.586546,0.202635
2874,alexvasilkov_GestureViews,travis_to_gha,few-shot,llama3_1_8b,0.608657,0.261817
2875,alexvasilkov_GestureViews,travis_to_gha,few-shot,gpt-4o,0.62956,0.208227
2876,alexvasilkov_GestureViews,travis_to_gha,few-shot,mistral_7b,0.68111,0.271643
2877,alexvasilkov_GestureViews,gha_to_travis,few-shot,gemma3_12b,0.303094,0.101058
2878,alexvasilkov_GestureViews,gha_to_travis,few-shot,llama3_1_8b,0.299689,0.050974
2879,alexvasilkov_GestureViews,gha_to_travis,few-shot,gpt-4o,0.572293,0.014535
2880,alexvasilkov_GestureViews,gha_to_travis,few-shot,mistral_7b,0.378823,0.184737
2881,gayanvoice_android-vpn-client-ics-openvpn,travis_to_gha,few-shot,gemma3_12b,0.744562,0.222765
2882,gayanvoice_android-vpn-client-ics-openvpn,travis_to_gha,few-shot,llama3_1_8b,0.56457,0.258178
2883,gayanvoice_android-vpn-client-ics-openvpn,travis_to_gha,few-shot,gpt-4o,0.690209,0.401293
2884,gayanvoice_android-vpn-client-ics-openvpn,travis_to_gha,few-shot,mistral_7b,0.683537,0.219525
2885,gayanvoice_android-vpn-client-ics-openvpn,gha_to_travis,few-shot,gemma3_12b,0.213201,0.09823
2886,gayanvoice_android-vpn-client-ics-openvpn,gha_to_travis,few-shot,llama3_1_8b,0.446663,0.125716
2887,gayanvoice_android-vpn-client-ics-openvpn,gha_to_travis,few-shot,gpt-4o,0.490511,0.062608
2888,gayanvoice_android-vpn-client-ics-openvpn,gha_to_travis,few-shot,mistral_7b,0.366813,0.102562
2889,bancolombia_scaffold-clean-architecture,travis_to_gha,few-shot,gemma3_12b,0.841477,0.693553
2890,bancolombia_scaffold-clean-architecture,travis_to_gha,few-shot,llama3_1_8b,0.788859,0.654707
2891,bancolombia_scaffold-clean-architecture,travis_to_gha,few-shot,gpt-4o,0.727556,0.682386
2892,bancolombia_scaffold-clean-architecture,travis_to_gha,few-shot,mistral_7b,0.481023,0.285374
2893,bancolombia_scaffold-clean-architecture,gha_to_travis,few-shot,gemma3_12b,0.690645,0.511766
2894,bancolombia_scaffold-clean-architecture,gha_to_travis,few-shot,llama3_1_8b,0.423953,0.190759
2895,bancolombia_scaffold-clean-architecture,gha_to_travis,few-shot,gpt-4o,0.790364,0.610368
2896,bancolombia_scaffold-clean-architecture,gha_to_travis,few-shot,mistral_7b,0.72947,0.338062
2897,phisix-org_phisix,travis_to_gha,few-shot,gemma3_12b,0.558656,0.203531
2898,phisix-org_phisix,travis_to_gha,few-shot,llama3_1_8b,0.598014,0.2174
2899,phisix-org_phisix,travis_to_gha,few-shot,gpt-4o,0.592816,0.295876
2900,phisix-org_phisix,travis_to_gha,few-shot,mistral_7b,0.480222,0.215831
2901,phisix-org_phisix,gha_to_travis,few-shot,gemma3_12b,0.290987,0.147125
2902,phisix-org_phisix,gha_to_travis,few-shot,llama3_1_8b,0.190554,0.132034
2903,phisix-org_phisix,gha_to_travis,few-shot,gpt-4o,0.529412,0.089286
2904,phisix-org_phisix,gha_to_travis,few-shot,mistral_7b,0.370734,0.170462
2905,amzn_ion-java,travis_to_gha,few-shot,gemma3_12b,0.656518,0.375245
2906,amzn_ion-java,travis_to_gha,few-shot,llama3_1_8b,0.717979,0.393366
2907,amzn_ion-java,travis_to_gha,few-shot,gpt-4o,0.751297,0.557504
2908,amzn_ion-java,travis_to_gha,few-shot,mistral_7b,0.695679,0.420249
2909,amzn_ion-java,gha_to_travis,few-shot,gemma3_12b,0.688279,0.207443
2910,amzn_ion-java,gha_to_travis,few-shot,llama3_1_8b,0.461286,0.288845
2911,amzn_ion-java,gha_to_travis,few-shot,gpt-4o,0.676664,0.29787
2912,amzn_ion-java,gha_to_travis,few-shot,mistral_7b,0.447802,0.311724
2913,criteo_cassandra_exporter,travis_to_gha,few-shot,gemma3_12b,0.688501,0.257058
2914,criteo_cassandra_exporter,travis_to_gha,few-shot,llama3_1_8b,0.828493,0.577389
2915,criteo_cassandra_exporter,travis_to_gha,few-shot,gpt-4o,0.75106,0.513587
2916,criteo_cassandra_exporter,travis_to_gha,few-shot,mistral_7b,0.653162,0.261526
2917,criteo_cassandra_exporter,gha_to_travis,few-shot,gemma3_12b,0.155342,0.098773
2918,criteo_cassandra_exporter,gha_to_travis,few-shot,llama3_1_8b,0.164957,0.056837
2919,criteo_cassandra_exporter,gha_to_travis,few-shot,gpt-4o,0.173422,0.06439
2920,criteo_cassandra_exporter,gha_to_travis,few-shot,mistral_7b,0.133631,0.058636
2921,PojavLauncherTeam_PojavLauncher,travis_to_gha,few-shot,gemma3_12b,0.635748,0.112973
2922,PojavLauncherTeam_PojavLauncher,travis_to_gha,few-shot,llama3_1_8b,0.596745,0.177371
2923,PojavLauncherTeam_PojavLauncher,travis_to_gha,few-shot,gpt-4o,0.653497,0.230106
2924,PojavLauncherTeam_PojavLauncher,travis_to_gha,few-shot,mistral_7b,0.490987,0.106968
2925,PojavLauncherTeam_PojavLauncher,gha_to_travis,few-shot,gemma3_12b,0.15146,0.071373
2926,PojavLauncherTeam_PojavLauncher,gha_to_travis,few-shot,llama3_1_8b,0.240736,0.00482
2927,PojavLauncherTeam_PojavLauncher,gha_to_travis,few-shot,gpt-4o,0.417554,0.144547
2928,PojavLauncherTeam_PojavLauncher,gha_to_travis,few-shot,mistral_7b,0.203997,0.116958
2929,constellation-app_constellation,travis_to_gha,few-shot,gemma3_12b,0.587883,0.244817
2930,constellation-app_constellation,travis_to_gha,few-shot,llama3_1_8b,0.674472,0.212446
2931,constellation-app_constellation,travis_to_gha,few-shot,gpt-4o,0.715104,0.270821
2932,constellation-app_constellation,travis_to_gha,few-shot,mistral_7b,0.641344,0.222142
2933,constellation-app_constellation,gha_to_travis,few-shot,gemma3_12b,0.402909,0.204879
2934,constellation-app_constellation,gha_to_travis,few-shot,llama3_1_8b,0.418573,0.286353
2935,constellation-app_constellation,gha_to_travis,few-shot,gpt-4o,0.474078,0.280086
2936,constellation-app_constellation,gha_to_travis,few-shot,mistral_7b,0.299962,0.232506
2937,ballerina-platform_module-ballerina-docker,travis_to_gha,few-shot,gemma3_12b,0.42422,0.203973
2938,ballerina-platform_module-ballerina-docker,travis_to_gha,few-shot,llama3_1_8b,0.587859,0.172792
2939,ballerina-platform_module-ballerina-docker,travis_to_gha,few-shot,gpt-4o,0.614887,0.258804
2940,ballerina-platform_module-ballerina-docker,travis_to_gha,few-shot,mistral_7b,0.545382,0.234065
2941,ballerina-platform_module-ballerina-docker,gha_to_travis,few-shot,gemma3_12b,0.188593,0.000571
2942,ballerina-platform_module-ballerina-docker,gha_to_travis,few-shot,llama3_1_8b,0.148581,0.002309
2943,ballerina-platform_module-ballerina-docker,gha_to_travis,few-shot,gpt-4o,0.138013,0.001538
2944,ballerina-platform_module-ballerina-docker,gha_to_travis,few-shot,mistral_7b,0.120014,0.049494
2945,jenkinsci_jira-plugin,travis_to_gha,few-shot,gemma3_12b,0.501216,0.168443
2946,jenkinsci_jira-plugin,travis_to_gha,few-shot,llama3_1_8b,0.571454,0.24446
2947,jenkinsci_jira-plugin,travis_to_gha,few-shot,gpt-4o,0.556617,0.348651
2948,jenkinsci_jira-plugin,travis_to_gha,few-shot,mistral_7b,0.548373,0.197819
2949,jenkinsci_jira-plugin,gha_to_travis,few-shot,gemma3_12b,0.151882,0.032867
2950,jenkinsci_jira-plugin,gha_to_travis,few-shot,llama3_1_8b,0.084017,0.010343
2951,jenkinsci_jira-plugin,gha_to_travis,few-shot,gpt-4o,0.070014,0.002107
2952,jenkinsci_jira-plugin,gha_to_travis,few-shot,mistral_7b,0.083497,0.024473
2953,jakubplichta_git-changelog-maven-plugin,travis_to_gha,few-shot,gemma3_12b,0.783489,0.465116
2954,jakubplichta_git-changelog-maven-plugin,travis_to_gha,few-shot,llama3_1_8b,0.708464,0.474744
2955,jakubplichta_git-changelog-maven-plugin,travis_to_gha,few-shot,gpt-4o,0.643721,0.475066
2956,jakubplichta_git-changelog-maven-plugin,travis_to_gha,few-shot,mistral_7b,0.66368,0.49029
2957,jakubplichta_git-changelog-maven-plugin,gha_to_travis,few-shot,gemma3_12b,0.477665,0.141392
2958,jakubplichta_git-changelog-maven-plugin,gha_to_travis,few-shot,llama3_1_8b,0.236067,0.063981
2959,jakubplichta_git-changelog-maven-plugin,gha_to_travis,few-shot,gpt-4o,0.505722,0.15
2960,jakubplichta_git-changelog-maven-plugin,gha_to_travis,few-shot,mistral_7b,0.294118,0.081091
2961,FluentLenium_FluentLenium,travis_to_gha,few-shot,gemma3_12b,0.765694,0.466831
2962,FluentLenium_FluentLenium,travis_to_gha,few-shot,llama3_1_8b,0.765251,0.495597
2963,FluentLenium_FluentLenium,travis_to_gha,few-shot,gpt-4o,0.740586,0.335341
2964,FluentLenium_FluentLenium,travis_to_gha,few-shot,mistral_7b,0.697475,0.377179
2965,FluentLenium_FluentLenium,gha_to_travis,few-shot,gemma3_12b,0.675148,0.289629
2966,FluentLenium_FluentLenium,gha_to_travis,few-shot,llama3_1_8b,0.570263,0.376857
2967,FluentLenium_FluentLenium,gha_to_travis,few-shot,gpt-4o,0.784012,0.421503
2968,FluentLenium_FluentLenium,gha_to_travis,few-shot,mistral_7b,0.473077,0.129802
2969,OSGeo_PROJ-JNI,travis_to_gha,few-shot,gemma3_12b,0.77189,0.552224
